personnel_id,snapshot_month,training_module_id,training_module_name,training_status,completion_percentage,training_completion_date,training_due_date
P0167,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-06,2025-02-28
P0167,2025-02,TRN002,Data Protection Essentials (GDPR),In Progress,56,,2025-02-28
P0167,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-19,2025-02-28
P0167,2025-02,TRN004,Ethics & Compliance Fundamentals,In Progress,89,,2025-02-28
P0168,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-06,2025-02-28
P0168,2025-02,TRN002,Data Protection Essentials (GDPR),In Progress,51,,2025-02-28
P0168,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-21,2025-02-28
P0168,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-17,2025-02-28
P0169,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-12,2025-02-28
P0169,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-18,2025-02-28
P0169,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-23,2025-02-28
P0169,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-06,2025-02-28
P0170,2025-02,TRN001,Annual Security Awareness,Not Started,0,,2025-02-28
P0170,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-10,2025-02-28
P0170,2025-02,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-02-28
P0170,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-02,2025-02-28
P0171,2025-02,TRN001,Annual Security Awareness,In Progress,83,,2025-02-28
P0171,2025-02,TRN002,Data Protection Essentials (GDPR),In Progress,41,,2025-02-28
P0171,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-21,2025-02-28
P0171,2025-02,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2025-02-28
P0172,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-19,2025-02-28
P0172,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-18,2025-02-28
P0172,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-25,2025-02-28
P0172,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-17,2025-02-28
P0173,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-15,2025-02-28
P0173,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-06,2025-02-28
P0173,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-04,2025-02-28
P0173,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-08,2025-02-28
P0174,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-24,2025-02-28
P0174,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-16,2025-02-28
P0174,2025-02,TRN003,Workplace Harassment Prevention,In Progress,82,,2025-02-28
P0174,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-23,2025-02-28
P0175,2025-02,TRN001,Annual Security Awareness,In Progress,63,,2025-02-28
P0175,2025-02,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2025-02-28
P0175,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-24,2025-02-28
P0175,2025-02,TRN004,Ethics & Compliance Fundamentals,In Progress,68,,2025-02-28
P0176,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-16,2025-02-28
P0176,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-17,2025-02-28
P0176,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-14,2025-02-28
P0176,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-01,2025-02-28
P0177,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-16,2025-02-28
P0177,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-22,2025-02-28
P0177,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-04,2025-02-28
P0177,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-13,2025-02-28
P0178,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-22,2025-02-28
P0178,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-01,2025-02-28
P0178,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-08,2025-02-28
P0178,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-06,2025-02-28
P0179,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-09,2025-02-28
P0179,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-20,2025-02-28
P0179,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-24,2025-02-28
P0179,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-11,2025-02-28
P0180,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-16,2025-02-28
P0180,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-10,2025-02-28
P0180,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-04,2025-02-28
P0180,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-11,2025-02-28
P0181,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-01,2025-02-28
P0181,2025-02,TRN002,Data Protection Essentials (GDPR),In Progress,66,,2025-02-28
P0181,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-09,2025-02-28
P0181,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-14,2025-02-28
P0182,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-13,2025-02-28
P0182,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-01,2025-02-28
P0182,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-19,2025-02-28
P0182,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-14,2025-02-28
P0183,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-17,2025-02-28
P0183,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-04,2025-02-28
P0183,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-11,2025-02-28
P0183,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-12,2025-02-28
P0184,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-08,2025-02-28
P0184,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-11,2025-02-28
P0184,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-24,2025-02-28
P0184,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-20,2025-02-28
P0185,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-12,2025-02-28
P0185,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-02,2025-02-28
P0185,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-12,2025-02-28
P0185,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-02,2025-02-28
P0186,2025-02,TRN001,Annual Security Awareness,In Progress,31,,2025-02-28
P0186,2025-02,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2025-02-28
P0186,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-13,2025-02-28
P0186,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-25,2025-02-28
P0187,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-14,2025-02-28
P0187,2025-02,TRN002,Data Protection Essentials (GDPR),In Progress,58,,2025-02-28
P0187,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-02,2025-02-28
P0187,2025-02,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2025-02-28
P0188,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-25,2025-02-28
P0188,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-25,2025-02-28
P0188,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-15,2025-02-28
P0188,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-24,2025-02-28
P0189,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-02,2025-02-28
P0189,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-03,2025-02-28
P0189,2025-02,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-02-28
P0189,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-15,2025-02-28
P0190,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-23,2025-02-28
P0190,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-07,2025-02-28
P0190,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-13,2025-02-28
P0190,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-08,2025-02-28
P0191,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-03,2025-02-28
P0191,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-07,2025-02-28
P0191,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-28,2025-02-28
P0191,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-17,2025-02-28
P0192,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-24,2025-02-28
P0192,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-24,2025-02-28
P0192,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-10,2025-02-28
P0192,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-21,2025-02-28
P0193,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-27,2025-02-28
P0193,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-22,2025-02-28
P0193,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-28,2025-02-28
P0193,2025-02,TRN004,Ethics & Compliance Fundamentals,In Progress,59,,2025-02-28
P0194,2025-02,TRN001,Annual Security Awareness,In Progress,58,,2025-02-28
P0194,2025-02,TRN002,Data Protection Essentials (GDPR),In Progress,56,,2025-02-28
P0194,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-25,2025-02-28
P0194,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-01,2025-02-28
P0195,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-23,2025-02-28
P0195,2025-02,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2025-02-28
P0195,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-06,2025-02-28
P0195,2025-02,TRN004,Ethics & Compliance Fundamentals,In Progress,60,,2025-02-28
P0196,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-04,2025-02-28
P0196,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-11,2025-02-28
P0196,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-05,2025-02-28
P0196,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-02,2025-02-28
P0197,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-05,2025-02-28
P0197,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-05,2025-02-28
P0197,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-02,2025-02-28
P0197,2025-02,TRN004,Ethics & Compliance Fundamentals,In Progress,28,,2025-02-28
P0198,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-10,2025-02-28
P0198,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-22,2025-02-28
P0198,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-26,2025-02-28
P0198,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-12,2025-02-28
P0199,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-25,2025-02-28
P0199,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-03,2025-02-28
P0199,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-11,2025-02-28
P0199,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-11,2025-02-28
P0200,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-27,2025-02-28
P0200,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-11,2025-02-28
P0200,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-09,2025-02-28
P0200,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-24,2025-02-28
P0201,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-17,2025-02-28
P0201,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-06,2025-02-28
P0201,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-03,2025-02-28
P0201,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-28,2025-02-28
P0202,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-07,2025-02-28
P0202,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-11,2025-02-28
P0202,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-07,2025-02-28
P0202,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-21,2025-02-28
P0203,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-07,2025-02-28
P0203,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-14,2025-02-28
P0203,2025-02,TRN003,Workplace Harassment Prevention,In Progress,61,,2025-02-28
P0203,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-02,2025-02-28
P0204,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-21,2025-02-28
P0204,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-19,2025-02-28
P0204,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-01,2025-02-28
P0204,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-09,2025-02-28
P0205,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-15,2025-02-28
P0205,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-21,2025-02-28
P0205,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-03,2025-02-28
P0205,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-21,2025-02-28
P0206,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-01,2025-02-28
P0206,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-21,2025-02-28
P0206,2025-02,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-02-28
P0206,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-01,2025-02-28
P0207,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-03,2025-02-28
P0207,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-28,2025-02-28
P0207,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-02,2025-02-28
P0207,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-12,2025-02-28
P0208,2025-02,TRN001,Annual Security Awareness,In Progress,77,,2025-02-28
P0208,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-28,2025-02-28
P0208,2025-02,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-02-28
P0208,2025-02,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2025-02-28
P0209,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-08,2025-02-28
P0209,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-07,2025-02-28
P0209,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-13,2025-02-28
P0209,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-28,2025-02-28
P0210,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-25,2025-02-28
P0210,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-11,2025-02-28
P0210,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-24,2025-02-28
P0210,2025-02,TRN004,Ethics & Compliance Fundamentals,In Progress,41,,2025-02-28
P0211,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-08,2025-02-28
P0211,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-13,2025-02-28
P0211,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-16,2025-02-28
P0211,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-28,2025-02-28
P0212,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-12,2025-02-28
P0212,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-17,2025-02-28
P0212,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-13,2025-02-28
P0212,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-12,2025-02-28
P0213,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-07,2025-02-28
P0213,2025-02,TRN002,Data Protection Essentials (GDPR),In Progress,84,,2025-02-28
P0213,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-08,2025-02-28
P0213,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-12,2025-02-28
P0214,2025-02,TRN001,Annual Security Awareness,In Progress,31,,2025-02-28
P0214,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-18,2025-02-28
P0214,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-25,2025-02-28
P0214,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-22,2025-02-28
P0215,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-13,2025-02-28
P0215,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-26,2025-02-28
P0215,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-22,2025-02-28
P0215,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-10,2025-02-28
P0216,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-07,2025-02-28
P0216,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-26,2025-02-28
P0216,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-13,2025-02-28
P0216,2025-02,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2025-02-28
P0217,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-06,2025-02-28
P0217,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-07,2025-02-28
P0217,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-10,2025-02-28
P0217,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-21,2025-02-28
P0218,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-25,2025-02-28
P0218,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-05,2025-02-28
P0218,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-19,2025-02-28
P0218,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-15,2025-02-28
P0219,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-05,2025-02-28
P0219,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-25,2025-02-28
P0219,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-02,2025-02-28
P0219,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-23,2025-02-28
P0220,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-07,2025-02-28
P0220,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-02,2025-02-28
P0220,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-07,2025-02-28
P0220,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-20,2025-02-28
P0221,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-03,2025-02-28
P0221,2025-02,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-02-12,2025-02-28
P0221,2025-02,TRN003,Workplace Harassment Prevention,Completed,100,2025-02-15,2025-02-28
P0221,2025-02,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-02-06,2025-02-28
P0222,2025-02,TRN001,Annual Security Awareness,Completed,100,2025-02-09,2025-02-28
